author,year,doi,shape,measure,height,grid_lat,grid_lon,lat,lon,start_date,end_date,duration,number,number_units,n_obs,n_loc
Welsh,2022,https://doi.org/10.1016/j.scitotenv.2022.155426,fiber,deposition,,46.0,-80.0,45.224585413773795,-78.94330900895856,2019-02-20,2020-03-11,1786 days,5.4461422172452405,particle/m2/d,5,5
Welsh,2022,https://doi.org/10.1016/j.scitotenv.2022.155426,fragment,deposition,,46.0,-80.0,45.224585413773795,-78.94330900895856,2019-02-20,2020-03-11,1786 days,0.6731187010078388,particle/m2/d,5,5
Wright,2020,https://doi.org/10.1016/j.envint.2019.105411,fiber,deposition,,52.0,0.0,51.5111,-0.11710000000000001,2018-01-19,2018-02-16,28 days,712.0,particle/m2/d,1,1
Wright,2020,https://doi.org/10.1016/j.envint.2019.105411,sphere,deposition,,52.0,0.0,51.5111,-0.11710000000000001,2018-01-19,2018-02-16,28 days,59.0,particle/m2/d,1,1
Zhang,2023,https://doi.org/10.1016/j.scitotenv.2023.163567,fiber,deposition,,40.0,115.0,39.9666666667,115.433333333,2021-09-01,2022-02-28,180 days,114.894386,particle/m2/d,1,1
Zhang,2023,https://doi.org/10.1016/j.scitotenv.2023.163567,fiber,deposition,,40.0,117.5,40.1,116.5,2021-09-01,2022-02-28,360 days,248.1082065,particle/m2/d,2,2
Zhang,2023,https://doi.org/10.1016/j.scitotenv.2023.163567,film,deposition,,40.0,115.0,39.9666666667,115.433333333,2021-09-01,2022-02-28,180 days,6.818816000000001,particle/m2/d,1,1
Zhang,2023,https://doi.org/10.1016/j.scitotenv.2023.163567,film,deposition,,40.0,117.5,40.1,116.5,2021-09-01,2022-02-28,360 days,14.724864000000002,particle/m2/d,2,2
Zhang,2023,https://doi.org/10.1016/j.scitotenv.2023.163567,fragment,deposition,,40.0,115.0,39.9666666667,115.433333333,2021-09-01,2022-02-28,180 days,9.828684,particle/m2/d,1,1
Zhang,2023,https://doi.org/10.1016/j.scitotenv.2023.163567,fragment,deposition,,40.0,117.5,40.1,116.5,2021-09-01,2022-02-28,360 days,21.224510999999996,particle/m2/d,2,2
